"ID_RESA","CLIENT"
461,7846086108
462,1115611271
463,2464877382
464,3464877359
465,115611245
466,4148996612
467,2464877383
468,1115611272
469,115611246
470,5148996592
471,4148996613
472,7846086232
473,6846086105
474,5148996593
475,1115611273
476,4148996614
477,3464877360
478,2464877384
479,5148996594
480,4148996615
481,3464877361
482,8741386653
483,2464877385
484,115611247
485,1115611274
486,115611248
487,7846086109
488,7846086233
489,6846086106
490,1115611275
491,8741386654
492,7846086234
493,7846086110
494,8741386655
495,3464877362
496,2464877386
497,5148996595
498,4148996616
499,115611249
500,1115611276
501,7846086235
502,5148996596
503,115611250
504,8741386656
505,7846086236
506,8741386657
507,6846086107
508,1115611277
509,7846086237
510,7846086111
511,115611251
512,6846086108
513,1115611278
514,3464877363
515,4148996617
516,115611252
517,7846086112
518,1115611279
519,8741386658
520,5148996597
521,7846086238
522,6846086109
523,4148996618
524,115611253
525,5148996598
526,1115611280
527,4148996619
528,7846086113
529,5148996599
530,4148996620
531,2464877387
532,9741385673
533,6846086110
534,7846086114
535,6846086111
536,5148996600
537,7846086115
538,115611254
539,7846086239
540,3464877364
541,1115611281
542,4148996621
543,9741385674
544,115611255
545,7846086240
546,9741385675
547,7846086241
548,6846086112
549,5148996601
550,7846086116
551,2464877388
552,9741385676
553,4148996622
554,1115611282
555,6846086113
556,115611256
557,7846086117
558,1115611283
559,6846086114
560,3464877365
561,2464877389
562,115611257
563,3464877366
564,2464877390
565,7846086242
566,9741385677
567,5148996602
568,1115611284
569,4148996623
570,7846086118
571,115611258
572,3464877367
573,5148996603
574,6846086115
575,7846086119
576,4148996624
577,2464877391
578,5148996604
579,4148996625
580,6846086116
581,1115611285
582,3464877368
583,5148996605
584,115611259
585,2464877392
586,3464877369
587,1115611286
588,4148996626
589,7846086120
590,5148996606
591,7846086243
592,9741385678
593,115611260
594,4148996627
595,7846086244
596,6846086117
597,9741385679
598,1115611287
599,115611261
600,7846086245
601,5148996607
602,4148996628
603,1115611288
604,115611262
605,2464877393
606,7846086121
607,3464877370
608,9741385680
609,1115611289
610,115611263
611,5148996608
612,4148996629
613,1115611290
614,2464877394
615,5148996609
616,3464877371
617,2464877395
618,3464877372
619,4148996630
620,6846086118
621,5148996610
622,115611264
623,2464877396
624,7846086122
625,4148996631
626,6846086119
627,5148996611
628,1115611291
629,3464877373
630,7846086246
631,9741385681
632,7846086247
633,9741385682
634,7846086248
635,9741385683
636,4148996632
637,5148996612
638,4148996633
639,5148996613
640,2464877397
641,4148996634
642,7846086123
643,115611265
644,3464877374
645,2464877398
646,3464877375
647,7846086249
648,6846086120
649,2464877399
650,1115611292
651,115611266
652,3464877376
653,5148996614
654,4148996635
655,5148996615
656,9741385684
657,7846086250
658,9741385685
659,2464877400
660,7846086124
661,4148996636
662,5148996616
663,6846086121
664,7846086251
665,1115611293
666,115611267
667,1115611294
668,7846086125
669,9741385686
670,4148996637
671,115611268
672,6846086122
673,3464877377
674,5148996617
675,7846086252
676,9741385687
677,4148996638
678,8741385676
679,9741385688
680,5148996618
681,8741385677
682,1115611295
683,4148996639
684,115611269
685,7846086126
686,1115611296
687,9741385689
688,2464877401
689,8741385678
690,6846086123
691,9741385690
692,5148996619
693,4148996640
694,115611270
695,1115611297
696,3464877378
697,115611271
698,1115611298
699,5148996620
700,4148996641
701,8741385679
702,2464877402
703,3464877379
704,5148996621
705,7846086127
706,4148996642
707,9741385691
708,8741385680
709,6846086124
710,5148996622
711,9741385692
712,4148996643
713,5148996623
714,8741385681
715,7846086128
716,9741385693
717,4148996644
718,115611272
719,6846086125
720,2464877403
721,7846086129
722,6846086126
723,7846086130
724,6846086127
725,8741385682
726,1115611299
727,5148996624
728,3464877380
729,7846086131
730,4148996645
731,5148996625
732,6846086128
733,2464877404
734,3464877381
735,115611273
736,2464877405
737,1115611300
738,3464877382
739,2464877406
740,115611274
741,3464877383
742,1115611301
743,115611275
744,9741385694
745,2464877407
746,1115611302
747,4148996646
748,3464877384
749,2464877408
750,7846086132
751,8741385683
752,9741385695
753,115611276
754,1115611303
755,115611277
756,1115611304
757,115611278
758,6846086129
759,1115611305
760,7846086133
761,8741385684
762,5148996626
763,9741385696
764,6846086130
765,8741385685
766,7846086134
767,4148996647
768,3464877385
769,2464877409
770,9741385697
771,5148996627
772,6846086131
773,3464877386
774,4148996648
775,8741385686
776,7846086135
777,6846086132
778,115611279
779,9741385698
780,7846086136
781,6846086133
782,8741385687
783,1115611306
784,2464877410
785,3464877387
786,2464877411
787,7846086137
788,9741385699
789,5148996628
790,8741385688
791,6846086134
792,4148996649
793,5148996629
794,4148996650
795,5148996630
796,7846086138
797,9741385700
798,4148996651
799,5148996631
800,8741385689
801,115611280
802,9741385701
803,6846086135
804,1115611307
805,7846086139
806,115611281
807,6846086136
808,1115611308
809,7846086140
810,8741385690
811,6846086137
812,4148996652
813,7846086141
814,115611282
815,1115611309
816,3464877388
817,115611283
818,9741385702
819,2464877412
820,5148996632
821,4148996653
822,8741385691
823,6846086138
824,3464877389
825,2464877413
826,3464877390
827,5148996633
828,7846086142
829,6846086139
830,7846086143
831,9741385703
832,1115611310
833,4148996654
834,115611284
835,1115611311
836,115611285
837,2464877414
838,3464877391
839,1115611312
840,2464877415
841,6846086140
842,115611286
843,1115611313
844,3464877392
845,2464877416
846,3464877393
847,8741385692
848,9741385704
849,115611287
850,5148996634
851,7846086144
852,1115611314
853,8741385693
854,115611288
855,1115611315
856,4148996655
857,6846086141
858,2464877417
859,3464877394
860,7846086145
861,115611289
862,2464877418
863,5148996635
864,9741385705
865,4148996656
866,6846086142
867,3464877395
868,8741385694
869,9741385706
870,5148996636
871,7846086146
872,4148996657
873,8741385695
874,1115611316
875,115611290
876,2464877419
877,6846086143
878,7846086147
879,5148996637
880,4148996658
881,1115611317
882,9741385707
883,6846086144
884,8741385696
885,3464877396
886,7846086148
887,9741385708
888,115611291
889,8741385697
890,5148996638
891,2464877420
892,3464877397
893,9741385709
894,4148996659
895,5148996639
896,4148996660
897,1115611318
898,115611292
899,5148996640
900,2464877421
901,4148996661
902,8741385698
903,6846086145
904,3464877398
905,2464877422
906,1115611319
907,5148996641
908,3464877399
909,4148996662
910,2464877423
911,3464877400
912,7846086149
913,5148996642
914,4148996663
915,9741385710
916,6846086146
917,5148996643
918,2464877424
919,3464877401
920,8741385699
921,7846086150
922,2464877425
923,115611293
924,1115611320
925,6846086147
926,115611294
927,3464877402
928,9741385711
929,8741385700
930,7846086151
931,6846086148
932,9741385712
933,8741385701
934,4148996664
935,5148996644
936,4148996665
937,5148996645
938,7846086152
939,1115611321
940,2464877426
941,115611295
942,3464877403
943,6846086149
944,2464877427
945,3464877404
946,2464877428
947,4148996666
948,1115611322
949,7846086153
950,5148996646
951,6846086150
952,3464877405
953,4148996667
954,5148996647
955,2464877429
956,115611296
957,3464877406
958,1115611323
959,4148996668
960,5148996648
961,7846086154
962,2464877430
963,115611297
964,3464877407
965,1115611324
966,4148996669
967,9741385713
968,2464877431
969,3464877408
970,115611298
971,8741385702
972,9741385714
973,8741385703
974,5148996649
975,2464877432
976,1115611325
977,6846086151
978,9741385715
979,8741385704
980,3464877409
981,7846086155
982,4148996670
983,9741385716
984,5148996650
985,8741385705
986,9741385717
987,115611299
988,8741385706
989,6846086152
990,9741385718
991,2464877433
992,3464877410
993,2464877434
994,7846086156
995,4148996671
996,1115611326
997,115611300
998,6846086153
999,5148996651
1000,1115611327
1001,8741385707
1002,115611301
1003,4148996672
1004,3464877411
1005,7846086157
1006,1115611328
1007,2464877435
1008,115611302
1009,6846086154
1010,7846086158
1011,3464877412
1012,6846086155
1013,5148996652
1014,2464877436
1015,3464877413
1016,2464877437
1017,7846086159
1018,3464877414
1019,2464877438
1020,4148996673
1021,1115611329
1022,5148996653
1023,9741385719
1024,4148996674
1025,3464877415
1026,6846086156
1027,2464877439
1028,7846086160
1029,5148996654
1030,4148996675
1031,3464877416
1032,5148996655
1033,6846086157
1034,2464877440
1035,115611303
1036,7846086161
1037,1115611330
1038,4148996676
1039,8741385708
1040,6846086158
1041,5148996656
1042,7846086162
1043,3464877417
1044,9741385720
1045,2464877441
1046,6846086159
1047,7846086163
1048,115611304
1049,1115611331
1050,8741385709
1051,115611305
1052,6846086160
1053,1115611332
1054,115611306
1055,7846086164
1056,4148996677
1057,6846086161
1058,9741385721
1059,7846086165
1060,6846086162
1061,8741385710
1062,7846086166
1063,6846086163
1064,9741385722
1065,8741385711
1066,7846086167
1067,3464877418
1068,2464877442
1069,6846086164
1070,1115611333
1071,5148996657
1072,4148996678
1073,115611307
1074,1115611334
1075,5148996658
1076,4148996679
1077,9741385723
1078,8741385712
1079,3464877419
1080,5148996659
1081,115611308
1082,2464877443
1083,4148996680
1084,9741385724
1085,8741385713
1086,5148996660
1087,9741385725
1088,4148996681
1089,1115611335
1090,7846086168
1091,5148996661
1092,4148996682
1093,115611309
1094,1115611336
1095,8741385714
1096,3464877420
1097,5148996662
1098,6846086165
1099,7846086169
1100,6846086166
1101,2464877444
1102,4148996683
1103,9741385726
1104,5148996663
1105,3464877421
1106,8741385715
1107,4148996684
1108,115611310
1109,9741385727
1110,8741385716
1111,2464877445
1112,9741385728
1113,8741385717
1114,1115611337
1115,7846086170
1116,5148996664
1117,4148996685
1118,5148996665
1119,3464877422
1120,6846086167
1121,115611311
1122,1115611338
1123,2464877446
1124,4148996686
1125,115611312
1126,9741385729
1127,1115611339
1128,115611313
1129,5148996666
1130,7846086171
1131,6846086168
1132,8741385718
1133,3464877423
1134,9741385730
1135,1115611340
1136,8741385719
1137,7846086172
1138,4148996687
1139,5148996667
1140,2464877447
1141,6846086169
1142,7846086173
1143,3464877424
1144,2464877448
1145,3464877425
1146,4148996688
1147,115611314
1148,9741385731
1149,1115611341
1150,115611315
1151,2464877449
1152,6846086170
1153,3464877426
1154,2464877450
1155,3464877427
1156,2464877451
1157,3464877428
1158,7846086174
1159,1115611342
1160,115611316
1161,1115611343
1162,115611317
1163,6846086171
1164,5148996668
1165,8741385720
1166,1115611344
1167,4148996689
1168,7846086175
1169,115611318
1170,9741385732
1171,6846086172
1172,1115611345
1173,115611319
1174,5148996669
1175,7846086176
1176,8741385721
1177,6846086173
1178,7846086177
1179,6846086174
1180,1115611346
1181,115611320
1182,4148996690
1183,7846086178
1184,9741385733
1185,8741385722
1186,2464877452
1187,6846086175
1188,9741385734
1189,3464877429
1190,2464877453
1191,5148996670
1192,8741385723
1193,7846086179
1194,9741385735
1195,8741385724
1196,1115611347
1197,115611321
1198,6846086176
1199,4148996691
1200,3464877430
1201,5148996671
1202,7846086180
1203,4148996692
1204,3464876430
1205,5148996672
1206,3464877431
1207,4148996693
1208,1115611348
1209,3464876431
1210,9741385736
1211,6846086177
1212,8741385725
1213,9741385737
1214,115611322
1215,1115611349
1216,5148996673
1217,8741385726
1218,3464877432
1219,4148996694
1220,3464876432
1221,115611323
1222,3464877433
1223,5148996674
1224,9741385738
1225,3464876433
1226,7846086181
1227,1115611350
1228,4148996695
1229,8741385727
1230,3464877434
1231,9741385739
1232,115611324
1233,3464876434
1234,3464877435
1235,3464876435
1236,6846086178
1237,1115611351
1238,7846086182
1239,6846086179
1240,5148996675
1241,8741385728
1242,4148996696
1243,115611325
1244,3464877436
1245,9741385740
1246,1115611352
1247,7846086183
1248,6846086180
1249,8741385729
1250,3464876436
1251,5148996676
1252,115611326
1253,1115611353
1254,4148996697
1255,5148996677
1256,9741385741
1257,8741385730
1258,4148996698
1259,115611327
1260,3464877437
1261,7846086184
1262,5148996678
1263,3464876437
1264,1115611354
1265,9741385742
1266,4148996699
1267,3464877438
1268,3464876438
1269,115611328
1270,1115611355
1271,115611329
1272,1115611356
1273,3464877439
1274,5148996679
1275,115611330
1276,4148996700
1277,5148996680
1278,1115611357
1279,6846086181
1280,8741385731
1281,115611331
1282,4148996701
1283,3464876439
1284,7846086185
1285,5148996681
1286,1115611358
1287,4148996702
1288,3464877440
1289,115611332
1290,6846086182
1291,1115611359
1292,5148996682
1293,115611333
1294,4148996703
1295,7846086186
1296,1115611360
1297,9741385743
1298,115611334
1299,5148996683
1300,1115611361
1301,6846086183
1302,4148996704
1303,5148996684
1304,3464876440
1305,7846086187
1306,4148996705
1307,115611335
1308,1115611362
1309,5148996685
1310,6846086184
1311,115611336
1312,7846086188
1313,3464877441
1314,8741385732
1315,1115611363
1316,3464876441
1317,115611337
1318,3464877442
1319,3464876442
1320,6846086185
1321,4148996706
1322,1115611364
1323,9741385744
1324,5148996686
1325,7846086189
1326,115611338
1327,6846086186
1328,8741385733
1329,7846086190
1330,4148996707
1331,1115611365
1332,115611339
1333,9741385745
1334,5148996687
1335,4148996708
1336,5148996688
1337,3464877443
1338,4148996709
1339,3464876443
1340,1115611366
1341,5148996689
1342,115611340
1343,8741385734
1344,4148996710
1345,1115611367
1346,3464877444
1347,3464876444
1348,115611341
1349,5148996690
1350,1115611368
1351,3464877445
1352,6846086187
1353,4148996711
1354,115611342
1355,9741385746
1356,5148996691
1357,1115611369
1358,8741385735
1359,9741385747
1360,8741385736
1361,9741385748
1362,4148996712
1363,115611343
1364,7846086191
1365,8741385737
1366,9741385749
1367,6846086188
1368,3464876445
1369,1115611370
1370,115611344
1371,5148996692
1372,8741385738
1373,1115611371
1374,4148996713
1375,9741385750
1376,7846086192
1377,3464877446
1378,8741385739
1379,3464876446
1380,115611345
1381,3464877447
1382,1115611372
1383,5148996693
1384,115611346
1385,1115611373
1386,9741385751
1387,115611347
1388,4148996714
1389,8741385740
1390,1115611374
1391,9741385752
1392,3464876447
1393,3464877448
1394,5148996694
1395,4148996715
1396,6846086189
1397,8741385741
1398,5148996695
1399,9741385753
1400,3464876448
1401,4148996716
1402,8741385742
1403,9741385754
1404,7846086193
1405,6846086190
1406,5148996696
1407,4148996717
1408,3464877449
1409,5148996697
1410,4148996718
1411,7846086194
1412,5148996698
1413,4148996719
1414,3464876449
1415,5148996699
1416,8741385743
1417,6846086191
1418,3464877450
1419,4148996720
1420,7846086195
1421,9741385755
1422,8741385744
1423,9741385756
1424,3464876450
1425,8741385745
1426,9741385757
1427,115611348
1428,8741385746
1429,6846086192
1430,7846086196
1431,5148996700
1432,3464877451
1433,1115611375
1434,6846086193
1435,3464876451
1436,115611349
1437,1115611376
1438,4148996721
1439,7846086197
1440,3464877452
1441,3464876452
1442,115611350
1443,5148996701
1444,1115611377
1445,6846086194
1446,115611351
1447,9741385758
1448,1115611378
1449,3464877453
1450,4148996722
1451,5148996702
1452,8741385747
1453,7846086198
1454,3464876453
1455,115611352
1456,1115611379
1457,4148996281
1458,6846086195
1459,115611353
1460,7846086199
1461,3464876454
1462,1115611380
1463,6846086196
1464,115611354
1465,4148996282
1466,7846086200
1467,1115611381
1468,4148996723
1469,5148996703
1470,3464876455
1471,9741385759
1472,4148996724
1473,115611355
1474,1115611382
1475,5148996704
1476,8741385748
1477,6846086197
1478,7846086201
1479,6846086198
1480,9741385760
1481,8741385749
1482,4148996725
1483,7846086202
1484,4148996283
1485,6846086199
1486,7846086203
1487,6846086200
1488,9741385761
1489,5148996705
1490,8741385750
1491,7846086204
1492,6846086201
1493,3464876456
1494,115611356
1495,1115611383
1496,4148996726
1497,5148996706
1498,115611357
1499,4148996284
1500,9741385762
1501,3464876457
1502,1115611384
1503,4148996285
1504,115611358
1505,4148996727
1506,5148996707
1507,3464876458
1508,4148996728
1509,7846086205
1510,8741385751
1511,1115611385
1512,115611359
1513,9741385763
1514,5148996708
1515,6846086202
1516,4148996729
1517,2464876482
1518,7846086206
1519,5148996709
1520,3464876459
1521,1115611386
1522,115611360
1523,1115611387
1524,2464876483
1525,6846086203
1526,3464876460
1527,115611361
1528,4148996730
1529,2464876484
1530,8741385752
1531,7846086207
1532,5148996710
1533,1115611388
1534,3464876461
1535,9741385764
1536,6846086204
1537,4148996731
1538,7846086208
1539,6846086205
1540,115611362
1541,5148996711
1542,4148996732
1543,2464876485
1544,5148996712
1545,1115611389
1546,115611363
1547,8741385753
1548,1115611390
1549,3464876462
1550,115611364
1551,7846086209
1552,2464876486
1553,4148996733
1554,3464876463
1555,1115611391
1556,6846086206
1557,7846086210
1558,9741385765
1559,5148996713
1560,6846086207
1561,115611365
1562,7846086211
1563,6846086208
1564,7846086212
1565,1115611392
1566,4148996734
1567,2464876487
1568,115611366
1569,8741385754
1570,1115611393
1571,6846086209
1572,115611367
1573,7846086213
1574,3464876464
1575,9741385766
1576,5148996714
1577,8741385755
1578,1115611394
1579,115611368
1580,2464876488
1581,9741385767
1582,8741385756
1583,4148996735
1584,9741385768
1585,8741385757
1586,9741385769
1587,8741385758
1588,9741385770
1589,8741385759
1590,6846086210
1591,1115611395
1592,3464876465
1593,2464876489
1594,115611369
1595,3464876466
1596,9741385771
1597,2464876490
1598,1115611396
1599,5148996715
1600,4148996736
1601,7846086214
1602,6846086211
1603,3464876467
1604,7846086215
1605,8741385760
1606,9741385772
1607,115611370
1608,6846086212
1609,5148996716
1610,2464876491
1611,8741385761
1612,7846086216
1613,4148996737
1614,3464876468
1615,9741385773
1616,8741385762
1617,2464876492
1618,1115611397
1619,3464876469
1620,2464876493
1621,6846086213
1622,7846086217
1623,6846086214
1624,7846086218
1625,3464876470
1626,9741385774
1627,115611371
1628,6846086215
1629,2464876494
1630,8741385763
1631,1115611398
1632,9741385775
1633,5148996717
1634,7846086219
1635,6846086216
1636,115611372
1637,3464876471
1638,2464876495
1639,7846086220
1640,3464876472
1641,1115611399
1642,6846086217
1643,115611373
1644,8741385764
1645,1115611400
1646,7846086221
1647,115611374
1648,2464876496
1649,3464876473
1650,2464876497
1651,6846086218
1652,4148996738
1653,7846086222
1654,3464876474
1655,1115611401
1656,5148996718
1657,115611375
1658,1115611402
1659,6846086219
1660,9741385776
1661,4148996739
1662,8741385765
1663,2464876498
1664,5148996719
1665,5148997266
1666,4148996740
1667,5148996720
1668,115611376
1669,3464876475
1670,9741385777
1671,8741385766
1672,6846086220
1673,1115611403
1674,9741385778
1675,5148997267
1676,115611377
1677,8741385767
1678,4148996741
1679,2464876499
1680,9741385779
1681,1115611404
1682,6846086221
1683,8741385768
1684,5148997268
1685,6846086222
1686,115611378
1687,5148997269
1688,1115611405
1689,6846086223
1690,115611379
1691,3464876476
1692,5148996721
1693,5148997270
1694,6846086224
1695,9741385780
1696,4148996742
1697,2464876500
1698,1115611406
1699,5148997271
1700,8741385769
1701,115611380
1702,3464876477
1703,6846086225
1704,1115611407
1705,5148997272
1706,2464876501
1707,5148996722
1708,9741385781
1709,6846086226
1710,8741385770
1711,9741385782
1712,5148997273
1713,6846086227
1714,5148997274
1715,4148996743
1716,5148996723
1717,115611381
1718,8741385771
1719,4148996744
1720,9741385783
1721,8741385772
1722,6846086228
1723,1115611408
1724,5148996724
1725,5148997275
1726,4148996745
1727,5148996725
1728,3464876478
1729,6846086229
1730,115611382
1731,9741385784
1732,8741385773
1733,1115611409
1734,2464876502
1735,5148997276
1736,3464876479
1737,4148996746
1738,9741385785
1739,2464876503
1740,3464876480
1741,8741385774
